RUNNO,TRNO,R#,O#,P#,CR,MODEL,EXNAME,TNAM,FNAM,WSTA,WYEAR,SOIL_ID,LAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEC,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EC,CH4EC,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP
1,1,1,0,1,MZ,MZCER048,FLSC8101,Irrigated- 200 kg N/ha   ,FLSC0001,AMES8201,1988,SUMO930002,         42.000,         93.770,      320,1988090,1988097,1988117,1988173,1988229,1988229,1988,-99,21953,11680,11680,0,15458,.3426676,3408,480.0703,.5320429,4.289697,-99,-99,-99,-99,-99,12,329,233,586,440,146,41,30,67,3,198,0,272,2,37,25,244,196,.1866597,-99,-99,-99,-99,-99,-99,-99,-99,0,6818,6818,0,0,99946,99946,611,.000000,103.2586,39.12789,49.86968,66.67469,54.93885,20.81804,26.53322,35.47433,110.8726,80.70876,58.98990,42.94118,132,28.51894,12.81894,23.01667,14.35423,351.0317,212.6000,561.0520,126.0566,440.2029
