RUNNO,TRNO,R#,O#,P#,CR,MODEL,EXNAME,TNAM,FNAM,WSTA,WYEAR,SOIL_ID,LAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEC,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EC,CH4EC,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP
1,1,1,1,1,SB,CRGRO048,UFGA8501,85 IRRIGATED             ,UFGA0001,UFGA8501,1985,IBSB910015,         29.630,        -82.370,       10,1985171,1985171,1985176,1985220,1985291,1985303,1985,43,6721,3597,3597,0,4674,.1499851,2398,1.900000,.5351363,5.205523,-99,-99,-99,-99,-99,16,217,742,468,321,147,45,334,211,0,0,321,16,41,20,38,257,231,.6678610E-01,-99,-99,-99,-99,-99,-99,-99,-99,1000,3925,3880,0,0,40014,38990,825,.000000,9.063428,14.35459,20.91077,30.97437,4.850324,7.681909,11.19047,16.57604,-99.00000,420.0899,-99.00000,224.8125,133,31.52256,20.98270,18.09850,12.66418,345.9903,741.6000,468.2430,146.8087,321.4342
